"DESCRICAO","ROTULO","COD_CONFIGURACAO","COD_MEDICAO_ETA","VALOR","DT_REGISTRO_PROGRAMADA"
RESERVATÓRIO,Nível,1325,21200000,86.0000,2020-10-09 10:00:00
ÁGUA BRUTA,Cor,1343,21200004,35.0000,2020-10-09 10:00:00
ÁGUA BRUTA,Turbidez,1344,21200005,5.9000,2020-10-09 10:00:00
ÁGUA TRATADA,pH,1358,21200019,7.0000,2020-10-09 10:00:00
ÁGUA TRATADA,Íon Flúor,1362,21200024,0.6600,2020-10-09 10:00:00
RESERVATÓRIO,Nível,1325,21199999,87.0000,2020-10-09 11:00:00
DOSAGENS,Conc. Flúor,1340,21193051,23.0000,2020-10-09 11:00:00
DOSAGENS,Dosagem Sulfato,1333,21199997,114.1400,2020-10-09 11:00:00
DOSAGENS,Cloro Pós,1339,21200002,21.0000,2020-10-09 11:00:00
DOSAGENS,Dens. Flúor,1341,21193062,1.2038,2020-10-09 11:00:00
ÁGUA TRATADA,Cloro residual,1360,21200022,1.8100,2020-10-09 11:00:00
DOSAGENS,Dosagem Flúor,1342,21199998,30.3100,2020-10-09 11:00:00
DOSAGENS,Dens. Sulfato,1331,21193025,1.3220,2020-10-09 11:00:00
ENTRADA DA ETA,Vazão afluente,1324,21199996,1997.0000,2020-10-09 11:00:00
DOSAGENS,Conc. Sulfato,1330,21193014,46.3200,2020-10-09 11:00:00
DOSAGENS,Dosagem Sulfato,1332,21193036,7.0000,2020-10-09 11:00:00
DOSAGENS,Dosagem Sulfato,1332,21193037,7.0000,2020-10-09 12:00:00
DOSAGENS,Conc. Sulfato,1330,21193015,46.3200,2020-10-09 12:00:00
FILTROS,Filtro 6,1355,21199982,0.4000,2020-10-09 12:00:00
ÁGUA TRATADA,Turbidez,1357,21199984,0.2200,2020-10-09 12:00:00
FILTROS,Filtro 2,1351,21199978,0.4500,2020-10-09 12:00:00
FILTROS,Filtro 4,1353,21199980,0.5200,2020-10-09 12:00:00
DOSAGENS,Dens. Sulfato,1331,21193026,1.3220,2020-10-09 12:00:00
ENTRADA DA ETA,Vazão afluente,1324,21199965,1974.0000,2020-10-09 12:00:00
COND. AMBIENTAIS,Temp. ar,1349,21199976,27.7000,2020-10-09 12:00:00
ÁGUA TRATADA,Cor,1356,21199983,2.0000,2020-10-09 12:00:00
DOSAGENS,Dosagem Flúor,1342,21199967,29.9700,2020-10-09 12:00:00
ÁGUA BRUTA,pH,1345,21199972,7.0800,2020-10-09 12:00:00
ÁGUA TRATADA,Alcalinidade,1359,21199986,19.9000,2020-10-09 12:00:00
ÁGUA TRATADA,Cloro residual,1360,21199987,1.7700,2020-10-09 12:00:00
DOSAGENS,Dens. Flúor,1341,21193063,1.2038,2020-10-09 12:00:00
DOSAGENS,Cloro Pós,1339,21199969,21.0000,2020-10-09 12:00:00
ÁGUA BRUTA,Alcalinidade,1346,21199973,16.0000,2020-10-09 12:00:00
ÁGUA COAGULADA,pH,1348,21199975,6.4700,2020-10-09 12:00:00
DOSAGENS,Dosagem Sulfato,1333,21199966,112.8300,2020-10-09 12:00:00
FILTROS,Filtro 1,1350,21199977,0.3500,2020-10-09 12:00:00
FILTROS,Filtro 3,1352,21199979,0.4400,2020-10-09 12:00:00
DOSAGENS,Conc. Flúor,1340,21193052,23.0000,2020-10-09 12:00:00
ÁGUA COAGULADA,Turbidez,1347,21199974,6.9200,2020-10-09 12:00:00
FILTROS,Filtro 5,1354,21199981,0.3500,2020-10-09 12:00:00
RESERVATÓRIO,Nível,1325,21199968,86.0000,2020-10-09 12:00:00
ÁGUA BRUTA,Cor,1343,21199970,35.0000,2020-10-09 12:00:00
ÁGUA BRUTA,Turbidez,1344,21199971,5.9700,2020-10-09 12:00:00
ÁGUA TRATADA,pH,1358,21199985,7.0200,2020-10-09 12:00:00
ÁGUA TRATADA,Íon Flúor,1362,21199988,0.6200,2020-10-09 12:00:00
RESERVATÓRIO,Nível,1325,21200735,85.0000,2020-10-09 13:00:00
FILTROS,Filtro 5,1354,21200740,0.5500,2020-10-09 13:00:00
DOSAGENS,Conc. Flúor,1340,21193053,23.0000,2020-10-09 13:00:00
DOSAGENS,Dosagem Sulfato,1333,21200733,113.1100,2020-10-09 13:00:00
FILTROS,Filtro 1,1350,21200736,0.2500,2020-10-09 13:00:00
FILTROS,Filtro 3,1352,21200738,0.4900,2020-10-09 13:00:00
DOSAGENS,Cloro Pós,1339,21200003,21.0000,2020-10-09 13:00:00
DOSAGENS,Dens. Flúor,1341,21193064,1.2038,2020-10-09 13:00:00
DOSAGENS,Dosagem Flúor,1342,21200734,30.0400,2020-10-09 13:00:00
ÁGUA TRATADA,Cloro residual,1360,21200742,1.7900,2020-10-09 13:00:00
ENTRADA DA ETA,Vazão afluente,1324,21200732,1979.0000,2020-10-09 13:00:00
DOSAGENS,Dens. Sulfato,1331,21193027,1.3220,2020-10-09 13:00:00
FILTROS,Filtro 2,1351,21200737,0.4800,2020-10-09 13:00:00
FILTROS,Filtro 4,1353,21200739,0.5200,2020-10-09 13:00:00
FILTROS,Filtro 6,1355,21200741,0.5700,2020-10-09 13:00:00
DOSAGENS,Conc. Sulfato,1330,21193016,46.3200,2020-10-09 13:00:00
DOSAGENS,Dosagem Sulfato,1332,21193038,7.0000,2020-10-09 13:00:00
DOSAGENS,Dosagem Sulfato,1332,21193039,7.0000,2020-10-09 14:00:00
DOSAGENS,Conc. Sulfato,1330,21193017,46.3200,2020-10-09 14:00:00
ÁGUA TRATADA,Turbidez,1357,21202335,0.2900,2020-10-09 14:00:00
DOSAGENS,Dens. Sulfato,1331,21193028,1.3220,2020-10-09 14:00:00
ENTRADA DA ETA,Vazão afluente,1324,21202322,1980.0000,2020-10-09 14:00:00
COND. AMBIENTAIS,Temp. ar,1349,21202333,27.1000,2020-10-09 14:00:00
ÁGUA TRATADA,Cor,1356,21202334,2.0000,2020-10-09 14:00:00
DOSAGENS,Dosagem Flúor,1342,21202324,30.0600,2020-10-09 14:00:00
ÁGUA BRUTA,pH,1345,21202329,7.0100,2020-10-09 14:00:00
ÁGUA TRATADA,Alcalinidade,1359,21202337,19.9000,2020-10-09 14:00:00
ÁGUA TRATADA,Cloro residual,1360,21202338,1.8800,2020-10-09 14:00:00
DOSAGENS,Dens. Flúor,1341,21193065,1.2038,2020-10-09 14:00:00
DOSAGENS,Cloro Pós,1339,21202326,21.0000,2020-10-09 14:00:00
ÁGUA BRUTA,Alcalinidade,1346,21202330,16.0000,2020-10-09 14:00:00
ÁGUA COAGULADA,pH,1348,21202332,6.5000,2020-10-09 14:00:00
DOSAGENS,Dosagem Sulfato,1333,21202323,113.1700,2020-10-09 14:00:00
DOSAGENS,Conc. Flúor,1340,21193054,23.0000,2020-10-09 14:00:00
ÁGUA COAGULADA,Turbidez,1347,21202331,6.6600,2020-10-09 14:00:00
RESERVATÓRIO,Nível,1325,21202325,86.0000,2020-10-09 14:00:00
ÁGUA BRUTA,Cor,1343,21202327,32.0000,2020-10-09 14:00:00
ÁGUA BRUTA,Turbidez,1344,21202328,5.5100,2020-10-09 14:00:00
ÁGUA TRATADA,pH,1358,21202336,7.0000,2020-10-09 14:00:00
ÁGUA TRATADA,Íon Flúor,1362,21202339,0.7000,2020-10-09 14:00:00
RESERVATÓRIO,Nível,1325,21203333,80.0000,2020-10-09 15:00:00
FILTROS,Filtro 5,1354,21203339,0.5200,2020-10-09 15:00:00
DOSAGENS,Conc. Flúor,1340,21193055,23.0000,2020-10-09 15:00:00
DOSAGENS,Dosagem Sulfato,1333,21203331,113.5100,2020-10-09 15:00:00
FILTROS,Filtro 1,1350,21203335,0.3500,2020-10-09 15:00:00
FILTROS,Filtro 3,1352,21203337,0.5200,2020-10-09 15:00:00
DOSAGENS,Cloro Pós,1339,21203334,21.0000,2020-10-09 15:00:00
DOSAGENS,Dens. Flúor,1341,21193066,1.2038,2020-10-09 15:00:00
DOSAGENS,Dosagem Flúor,1342,21203332,30.1500,2020-10-09 15:00:00
ÁGUA TRATADA,Cloro residual,1360,21203341,1.7500,2020-10-09 15:00:00
ENTRADA DA ETA,Vazão afluente,1324,21203330,1986.0000,2020-10-09 15:00:00
DOSAGENS,Dens. Sulfato,1331,21193029,1.3220,2020-10-09 15:00:00
FILTROS,Filtro 6,1355,21203340,0.2200,2020-10-09 15:00:00
DOSAGENS,Conc. Sulfato,1330,21193018,46.3200,2020-10-09 15:00:00
DOSAGENS,Dosagem Sulfato,1332,21193040,7.0000,2020-10-09 15:00:00
FILTROS,Filtro 2,1351,21203336,0.4800,2020-10-09 15:00:00
FILTROS,Filtro 4,1353,21203338,0.5500,2020-10-09 15:00:00
DOSAGENS,Dosagem Sulfato,1332,21193041,7.0000,2020-10-09 16:00:00
DOSAGENS,Conc. Sulfato,1330,21193019,46.3200,2020-10-09 16:00:00
ÁGUA TRATADA,Turbidez,1357,21205409,0.3300,2020-10-09 16:00:00
DOSAGENS,Dens. Sulfato,1331,21193030,1.3220,2020-10-09 16:00:00
ENTRADA DA ETA,Vazão afluente,1324,21205396,1900.0000,2020-10-09 16:00:00
COND. AMBIENTAIS,Temp. ar,1349,21205407,27.1000,2020-10-09 16:00:00
ÁGUA TRATADA,Cor,1356,21205408,2.0000,2020-10-09 16:00:00
DOSAGENS,Dosagem Flúor,1342,21205398,28.8400,2020-10-09 16:00:00
ÁGUA BRUTA,pH,1345,21205403,7.0800,2020-10-09 16:00:00
ÁGUA TRATADA,Alcalinidade,1359,21205411,19.9000,2020-10-09 16:00:00
ÁGUA TRATADA,Cloro residual,1360,21205412,1.9300,2020-10-09 16:00:00
DOSAGENS,Dens. Flúor,1341,21193067,1.2038,2020-10-09 16:00:00
DOSAGENS,Cloro Pós,1339,21205400,21.0000,2020-10-09 16:00:00
ÁGUA BRUTA,Alcalinidade,1346,21205404,16.0000,2020-10-09 16:00:00
ÁGUA COAGULADA,pH,1348,21205406,6.4900,2020-10-09 16:00:00
DOSAGENS,Dosagem Sulfato,1333,21205397,108.6000,2020-10-09 16:00:00
DOSAGENS,Conc. Flúor,1340,21193056,23.0000,2020-10-09 16:00:00
ÁGUA COAGULADA,Turbidez,1347,21205405,6.5500,2020-10-09 16:00:00
RESERVATÓRIO,Nível,1325,21205399,76.0000,2020-10-09 16:00:00
ÁGUA BRUTA,Cor,1343,21205401,30.0000,2020-10-09 16:00:00
ÁGUA BRUTA,Turbidez,1344,21205402,5.1300,2020-10-09 16:00:00
ÁGUA TRATADA,pH,1358,21205410,7.0200,2020-10-09 16:00:00
ÁGUA TRATADA,Íon Flúor,1362,21205413,0.6900,2020-10-09 16:00:00
RESERVATÓRIO,Nível,1325,21206040,77.0000,2020-10-09 17:00:00
FILTROS,Filtro 5,1354,21206046,0.5500,2020-10-09 17:00:00
DOSAGENS,Conc. Flúor,1340,21193057,23.0000,2020-10-09 17:00:00
DOSAGENS,Dosagem Sulfato,1333,21206038,111.5100,2020-10-09 17:00:00
FILTROS,Filtro 1,1350,21206042,0.4000,2020-10-09 17:00:00
FILTROS,Filtro 3,1352,21206044,0.5200,2020-10-09 17:00:00
DOSAGENS,Cloro Pós,1339,21206041,21.0000,2020-10-09 17:00:00
DOSAGENS,Dens. Flúor,1341,21193068,1.2038,2020-10-09 17:00:00
DOSAGENS,Dosagem Flúor,1342,21206039,29.6200,2020-10-09 17:00:00
ÁGUA TRATADA,Cloro residual,1360,21206048,1.8400,2020-10-09 17:00:00
ENTRADA DA ETA,Vazão afluente,1324,21206037,1951.0000,2020-10-09 17:00:00
DOSAGENS,Dens. Sulfato,1331,21193031,1.3220,2020-10-09 17:00:00
FILTROS,Filtro 6,1355,21206047,0.4900,2020-10-09 17:00:00
DOSAGENS,Conc. Sulfato,1330,21193020,46.3200,2020-10-09 17:00:00
DOSAGENS,Dosagem Sulfato,1332,21193042,7.0000,2020-10-09 17:00:00
FILTROS,Filtro 2,1351,21206043,0.4800,2020-10-09 17:00:00
FILTROS,Filtro 4,1353,21206045,0.4400,2020-10-09 17:00:00
DOSAGENS,Conc. Sulfato,1330,21208990,46.3200,2020-10-09 18:00:00
DOSAGENS,Dosagem Sulfato,1332,21208992,7.0000,2020-10-09 18:00:00
ÁGUA TRATADA,Turbidez,1357,21209004,0.4200,2020-10-09 18:00:00
ENTRADA DA ETA,Vazão afluente,1324,21208986,1934.0000,2020-10-09 18:00:00
DOSAGENS,Dens. Sulfato,1331,21208991,1.3220,2020-10-09 18:00:00
COND. AMBIENTAIS,Temp. ar,1349,21209002,26.4000,2020-10-09 18:00:00
ÁGUA TRATADA,Cor,1356,21209003,3.0000,2020-10-09 18:00:00
DOSAGENS,Dosagem Flúor,1342,21208988,29.3600,2020-10-09 18:00:00
ÁGUA BRUTA,pH,1345,21208998,7.0100,2020-10-09 18:00:00
ÁGUA TRATADA,Alcalinidade,1359,21209006,19.9000,2020-10-09 18:00:00
ÁGUA TRATADA,Cloro residual,1360,21209007,1.7900,2020-10-09 18:00:00
DOSAGENS,Cloro Pós,1339,21208993,21.0000,2020-10-09 18:00:00
DOSAGENS,Dens. Flúor,1341,21208995,1.2038,2020-10-09 18:00:00
ÁGUA BRUTA,Alcalinidade,1346,21208999,16.0000,2020-10-09 18:00:00
ÁGUA COAGULADA,pH,1348,21209001,6.4800,2020-10-09 18:00:00
DOSAGENS,Dosagem Sulfato,1333,21208987,110.5400,2020-10-09 18:00:00
DOSAGENS,Conc. Flúor,1340,21208994,23.0000,2020-10-09 18:00:00
ÁGUA COAGULADA,Turbidez,1347,21209000,6.5900,2020-10-09 18:00:00
RESERVATÓRIO,Nível,1325,21208989,78.0000,2020-10-09 18:00:00
ÁGUA BRUTA,Cor,1343,21208996,30.0000,2020-10-09 18:00:00
ÁGUA BRUTA,Turbidez,1344,21208997,5.3200,2020-10-09 18:00:00
ÁGUA TRATADA,pH,1358,21209005,7.0900,2020-10-09 18:00:00
ÁGUA TRATADA,Íon Flúor,1362,21209008,0.7300,2020-10-09 18:00:00
RESERVATÓRIO,Nível,1325,21209358,79.0000,2020-10-09 19:00:00
DOSAGENS,Conc. Flúor,1340,21209363,23.0000,2020-10-09 19:00:00
FILTROS,Filtro 5,1354,21209369,0.3300,2020-10-09 19:00:00
DOSAGENS,Dosagem Sulfato,1333,21209356,100.6000,2020-10-09 19:00:00
FILTROS,Filtro 1,1350,21209365,0.4400,2020-10-09 19:00:00
FILTROS,Filtro 3,1352,21209367,0.4600,2020-10-09 19:00:00
DOSAGENS,Cloro Pós,1339,21209362,21.0000,2020-10-09 19:00:00
DOSAGENS,Dens. Flúor,1341,21209364,1.2038,2020-10-09 19:00:00
DOSAGENS,Dosagem Flúor,1342,21209357,26.7200,2020-10-09 19:00:00
ÁGUA TRATADA,Cloro residual,1360,21209370,1.9000,2020-10-09 19:00:00
ENTRADA DA ETA,Vazão afluente,1324,21209355,1760.0000,2020-10-09 19:00:00
DOSAGENS,Dens. Sulfato,1331,21209360,1.3220,2020-10-09 19:00:00
DOSAGENS,Conc. Sulfato,1330,21209359,46.3200,2020-10-09 19:00:00
DOSAGENS,Dosagem Sulfato,1332,21209361,7.0000,2020-10-09 19:00:00
FILTROS,Filtro 6,1355,21211917,0.4100,2020-10-09 19:00:00
FILTROS,Filtro 2,1351,21209366,0.5200,2020-10-09 19:00:00
FILTROS,Filtro 4,1353,21209368,0.3800,2020-10-09 19:00:00
DOSAGENS,Dosagem Sulfato,1332,21209607,7.0000,2020-10-09 20:00:00
DOSAGENS,Conc. Sulfato,1330,21209599,46.3200,2020-10-09 20:00:00
ÁGUA TRATADA,Turbidez,1357,21210279,0.2700,2020-10-09 20:00:00
DOSAGENS,Dens. Sulfato,1331,21209603,1.3220,2020-10-09 20:00:00
ENTRADA DA ETA,Vazão afluente,1324,21210267,1753.0000,2020-10-09 20:00:00
COND. AMBIENTAIS,Temp. ar,1349,21210277,26.3000,2020-10-09 20:00:00
ÁGUA TRATADA,Cor,1356,21210278,2.0000,2020-10-09 20:00:00
DOSAGENS,Dosagem Flúor,1342,21210269,26.6100,2020-10-09 20:00:00
ÁGUA BRUTA,pH,1345,21210273,7.1100,2020-10-09 20:00:00
ÁGUA TRATADA,Alcalinidade,1359,21210281,20.0000,2020-10-09 20:00:00
ÁGUA TRATADA,Cloro residual,1360,21210282,1.9500,2020-10-09 20:00:00
DOSAGENS,Cloro Pós,1339,21209611,21.0000,2020-10-09 20:00:00
DOSAGENS,Dens. Flúor,1341,21209617,1.2038,2020-10-09 20:00:00
ÁGUA BRUTA,Alcalinidade,1346,21210274,16.4000,2020-10-09 20:00:00
ÁGUA COAGULADA,pH,1348,21210276,6.4900,2020-10-09 20:00:00
DOSAGENS,Dosagem Sulfato,1333,21210268,100.2000,2020-10-09 20:00:00
DOSAGENS,Conc. Flúor,1340,21209613,23.0000,2020-10-09 20:00:00
ÁGUA COAGULADA,Turbidez,1347,21210275,6.7000,2020-10-09 20:00:00
RESERVATÓRIO,Nível,1325,21210270,78.0000,2020-10-09 20:00:00
ÁGUA BRUTA,Cor,1343,21210271,28.6000,2020-10-09 20:00:00
ÁGUA BRUTA,Turbidez,1344,21210272,5.7600,2020-10-09 20:00:00
ÁGUA TRATADA,pH,1358,21210280,7.1100,2020-10-09 20:00:00
ÁGUA TRATADA,Íon Flúor,1362,21210283,0.6200,2020-10-09 20:00:00
RESERVATÓRIO,Nível,1325,21211911,78.0000,2020-10-09 21:00:00
FILTROS,Filtro 5,1354,21211916,0.3700,2020-10-09 21:00:00
DOSAGENS,Conc. Flúor,1340,21209614,23.0000,2020-10-09 21:00:00
DOSAGENS,Dosagem Sulfato,1333,21211909,99.3400,2020-10-09 21:00:00
FILTROS,Filtro 1,1350,21211912,0.3800,2020-10-09 21:00:00
FILTROS,Filtro 3,1352,21211914,0.2700,2020-10-09 21:00:00
DOSAGENS,Dens. Flúor,1341,21209618,1.2038,2020-10-09 21:00:00
DOSAGENS,Cloro Pós,1339,21209612,21.0000,2020-10-09 21:00:00
DOSAGENS,Dosagem Flúor,1342,21211910,26.3800,2020-10-09 21:00:00
ÁGUA TRATADA,Cloro residual,1360,21211919,1.9300,2020-10-09 21:00:00
ENTRADA DA ETA,Vazão afluente,1324,21211908,1738.0000,2020-10-09 21:00:00
DOSAGENS,Dens. Sulfato,1331,21209604,1.3220,2020-10-09 21:00:00
DOSAGENS,Conc. Sulfato,1330,21209600,46.3200,2020-10-09 21:00:00
DOSAGENS,Dosagem Sulfato,1332,21209608,7.0000,2020-10-09 21:00:00
FILTROS,Filtro 6,1355,21211918,0.4300,2020-10-09 21:00:00
FILTROS,Filtro 2,1351,21211913,0.2900,2020-10-09 21:00:00
FILTROS,Filtro 4,1353,21211915,0.4500,2020-10-09 21:00:00
ÁGUA TRATADA,Turbidez,1357,21212442,0.2100,2020-10-09 22:00:00
DOSAGENS,Dosagem Sulfato,1332,21209609,7.0000,2020-10-09 22:00:00
DOSAGENS,Conc. Sulfato,1330,21209601,46.3200,2020-10-09 22:00:00
DOSAGENS,Dens. Sulfato,1331,21209605,1.3220,2020-10-09 22:00:00
ENTRADA DA ETA,Vazão afluente,1324,21212429,1678.0000,2020-10-09 22:00:00
COND. AMBIENTAIS,Temp. ar,1349,21212440,26.1000,2020-10-09 22:00:00
ÁGUA TRATADA,Cor,1356,21212441,2.0000,2020-10-09 22:00:00
ÁGUA TRATADA,Alumínio,1363,21212447,0.0000,2020-10-09 22:00:00
DOSAGENS,Dosagem Flúor,1342,21212431,25.4700,2020-10-09 22:00:00
ÁGUA BRUTA,pH,1345,21212436,7.1100,2020-10-09 22:00:00
ÁGUA TRATADA,Alcalinidade,1359,21212444,20.0000,2020-10-09 22:00:00
ÁGUA TRATADA,Cloro residual,1360,21212445,1.9400,2020-10-09 22:00:00
DOSAGENS,Dens. Flúor,1341,21209619,1.2038,2020-10-09 22:00:00
DOSAGENS,Cloro Pós,1339,21212433,21.0000,2020-10-09 22:00:00
ÁGUA BRUTA,Alcalinidade,1346,21212437,16.4000,2020-10-09 22:00:00
ÁGUA COAGULADA,pH,1348,21212439,6.5100,2020-10-09 22:00:00
DOSAGENS,Dosagem Sulfato,1333,21212430,95.9100,2020-10-09 22:00:00
DOSAGENS,Conc. Flúor,1340,21209615,23.0000,2020-10-09 22:00:00
ÁGUA COAGULADA,Turbidez,1347,21212438,8.2000,2020-10-09 22:00:00
RESERVATÓRIO,Nível,1325,21212432,74.0000,2020-10-09 22:00:00
ÁGUA BRUTA,Cor,1343,21212434,30.2000,2020-10-09 22:00:00
ÁGUA BRUTA,Turbidez,1344,21212435,6.8000,2020-10-09 22:00:00
ÁGUA TRATADA,pH,1358,21212443,7.0200,2020-10-09 22:00:00
ÁGUA TRATADA,Íon Flúor,1362,21212446,0.6500,2020-10-09 22:00:00
RESERVATÓRIO,Nível,1325,21213451,74.0000,2020-10-09 23:00:00
FILTROS,Filtro 5,1354,21213457,0.3400,2020-10-09 23:00:00
DOSAGENS,Conc. Flúor,1340,21209616,23.0000,2020-10-09 23:00:00
DOSAGENS,Dosagem Sulfato,1333,21213449,96.3100,2020-10-09 23:00:00
FILTROS,Filtro 1,1350,21213453,0.2900,2020-10-09 23:00:00
FILTROS,Filtro 3,1352,21213455,0.3900,2020-10-09 23:00:00
DOSAGENS,Cloro Pós,1339,21213452,21.0000,2020-10-09 23:00:00
DOSAGENS,Dens. Flúor,1341,21209620,1.2038,2020-10-09 23:00:00
DOSAGENS,Dosagem Flúor,1342,21213450,25.5800,2020-10-09 23:00:00
ÁGUA TRATADA,Cloro residual,1360,21213459,1.9600,2020-10-09 23:00:00
ENTRADA DA ETA,Vazão afluente,1324,21213448,1685.0000,2020-10-09 23:00:00
DOSAGENS,Dens. Sulfato,1331,21209606,1.3220,2020-10-09 23:00:00
DOSAGENS,Conc. Sulfato,1330,21209602,46.3200,2020-10-09 23:00:00
DOSAGENS,Dosagem Sulfato,1332,21209610,7.0000,2020-10-09 23:00:00
FILTROS,Filtro 6,1355,21213458,0.4500,2020-10-09 23:00:00
FILTROS,Filtro 2,1351,21213454,0.2400,2020-10-09 23:00:00
FILTROS,Filtro 4,1353,21213456,0.3000,2020-10-09 23:00:00
DOSAGENS,Conc. Sulfato,1330,21214188,46.3200,2020-10-10 00:00:00
DOSAGENS,Dosagem Sulfato,1332,21214190,7.0000,2020-10-10 00:00:00
ÁGUA TRATADA,Turbidez,1357,21214202,0.2800,2020-10-10 00:00:00
TELEMETRIA,Água bruta,1364,21214207,40405891.0000,2020-10-10 00:00:00
ENTRADA DA ETA,Vazão afluente,1324,21214184,1951.0000,2020-10-10 00:00:00
DOSAGENS,Dens. Sulfato,1331,21214189,1.3220,2020-10-10 00:00:00
COND. AMBIENTAIS,Temp. ar,1349,21214200,25.9000,2020-10-10 00:00:00
ÁGUA TRATADA,Cor,1356,21214201,2.0000,2020-10-10 00:00:00
DOSAGENS,Dosagem Flúor,1342,21214186,29.6200,2020-10-10 00:00:00
ÁGUA BRUTA,pH,1345,21214196,7.1100,2020-10-10 00:00:00
ÁGUA TRATADA,Alcalinidade,1359,21214204,20.3000,2020-10-10 00:00:00
ÁGUA TRATADA,Cloro residual,1360,21214205,1.9600,2020-10-10 00:00:00
DOSAGENS,Cloro Pós,1339,21214191,21.0000,2020-10-10 00:00:00
DOSAGENS,Dens. Flúor,1341,21214193,1.2038,2020-10-10 00:00:00
ÁGUA BRUTA,Alcalinidade,1346,21214197,16.4000,2020-10-10 00:00:00
ÁGUA COAGULADA,pH,1348,21214199,6.4900,2020-10-10 00:00:00
DOSAGENS,Dosagem Sulfato,1333,21214185,111.5100,2020-10-10 00:00:00
DOSAGENS,Conc. Flúor,1340,21214192,23.0000,2020-10-10 00:00:00
ÁGUA COAGULADA,Turbidez,1347,21214198,8.1000,2020-10-10 00:00:00
TELEMETRIA,Água tratada,1365,21214208,38465686.0000,2020-10-10 00:00:00
RESERVATÓRIO,Nível,1325,21214187,78.0000,2020-10-10 00:00:00
ÁGUA BRUTA,Cor,1343,21214194,29.1000,2020-10-10 00:00:00
ÁGUA BRUTA,Turbidez,1344,21214195,5.4000,2020-10-10 00:00:00
ÁGUA TRATADA,pH,1358,21214203,7.1100,2020-10-10 00:00:00
ÁGUA TRATADA,Íon Flúor,1362,21214206,0.6500,2020-10-10 00:00:00
RESERVATÓRIO,Nível,1325,21215412,85.0000,2020-10-10 01:00:00
DOSAGENS,Conc. Flúor,1340,21214325,23.0000,2020-10-10 01:00:00
FILTROS,Filtro 5,1354,21215417,0.3800,2020-10-10 01:00:00
DOSAGENS,Dosagem Sulfato,1333,21215410,113.6300,2020-10-10 01:00:00
FILTROS,Filtro 1,1350,21215413,0.3300,2020-10-10 01:00:00
FILTROS,Filtro 3,1352,21215415,0.2900,2020-10-10 01:00:00
DOSAGENS,Cloro Pós,1339,21214319,21.0000,2020-10-10 01:00:00
DOSAGENS,Dens. Flúor,1341,21214331,1.2038,2020-10-10 01:00:00
DOSAGENS,Dosagem Flúor,1342,21215411,30.1800,2020-10-10 01:00:00
ÁGUA TRATADA,Cloro residual,1360,21215419,1.9000,2020-10-10 01:00:00
DOSAGENS,Dens. Sulfato,1331,21214307,1.3220,2020-10-10 01:00:00
ENTRADA DA ETA,Vazão afluente,1324,21215409,1988.0000,2020-10-10 01:00:00
DOSAGENS,Conc. Sulfato,1330,21214301,46.3200,2020-10-10 01:00:00
DOSAGENS,Dosagem Sulfato,1332,21214313,7.0000,2020-10-10 01:00:00
FILTROS,Filtro 6,1355,21215418,0.3300,2020-10-10 01:00:00
FILTROS,Filtro 2,1351,21215414,0.2400,2020-10-10 01:00:00
FILTROS,Filtro 4,1353,21215416,0.4700,2020-10-10 01:00:00
ÁGUA TRATADA,Turbidez,1357,21216062,0.2600,2020-10-10 02:00:00
DOSAGENS,Dosagem Sulfato,1332,21214314,7.0000,2020-10-10 02:00:00
DOSAGENS,Conc. Sulfato,1330,21214302,46.3200,2020-10-10 02:00:00
ENTRADA DA ETA,Vazão afluente,1324,21216050,1442.0000,2020-10-10 02:00:00
COND. AMBIENTAIS,Temp. ar,1349,21216060,25.5000,2020-10-10 02:00:00
ÁGUA TRATADA,Cor,1356,21216061,2.0000,2020-10-10 02:00:00
DOSAGENS,Dens. Sulfato,1331,21214308,1.3220,2020-10-10 02:00:00
DOSAGENS,Dosagem Flúor,1342,21216052,21.8900,2020-10-10 02:00:00
ÁGUA BRUTA,pH,1345,21216056,7.1400,2020-10-10 02:00:00
ÁGUA TRATADA,Alcalinidade,1359,21216064,20.0000,2020-10-10 02:00:00
ÁGUA TRATADA,Cloro residual,1360,21216065,1.9400,2020-10-10 02:00:00
DOSAGENS,Dens. Flúor,1341,21214332,1.2038,2020-10-10 02:00:00
DOSAGENS,Cloro Pós,1339,21214320,16.0000,2020-10-10 02:00:00
ÁGUA BRUTA,Alcalinidade,1346,21216057,16.8000,2020-10-10 02:00:00
ÁGUA COAGULADA,pH,1348,21216059,6.5200,2020-10-10 02:00:00
DOSAGENS,Dosagem Sulfato,1333,21216051,82.4200,2020-10-10 02:00:00
ÁGUA COAGULADA,Turbidez,1347,21216058,9.0000,2020-10-10 02:00:00
DOSAGENS,Conc. Flúor,1340,21214326,23.0000,2020-10-10 02:00:00
RESERVATÓRIO,Nível,1325,21216053,87.0000,2020-10-10 02:00:00
ÁGUA BRUTA,Cor,1343,21216054,32.4000,2020-10-10 02:00:00
ÁGUA BRUTA,Turbidez,1344,21216055,6.6100,2020-10-10 02:00:00
ÁGUA TRATADA,pH,1358,21216063,7.0500,2020-10-10 02:00:00
ÁGUA TRATADA,Íon Flúor,1362,21216066,0.6700,2020-10-10 02:00:00
RESERVATÓRIO,Nível,1325,21216434,88.0000,2020-10-10 03:00:00
DOSAGENS,Conc. Flúor,1340,21214327,23.0000,2020-10-10 03:00:00
