"descricao","rotulo","cod_configuracao","cod_medicao","cod_unidade_operacional","dt_registro_programada","status_liberacao","valor"
ÁGUA COAGULADA,Turbidez,1347,21317777,73,2020-10-13 18:00:00,R,6.5000
ÁGUA COAGULADA,pH,1348,21317778,73,2020-10-13 18:00:00,R,6.4900
COND. AMBIENTAIS,Temp. ar,1349,21317779,73,2020-10-13 18:00:00,R,23.2000
ÁGUA TRATADA,Cor,1356,21317780,73,2020-10-13 18:00:00,R,2.0000
ÁGUA TRATADA,Turbidez,1357,21317781,73,2020-10-13 18:00:00,R,0.3500
ÁGUA TRATADA,pH,1358,21317782,73,2020-10-13 18:00:00,R,7.0000
ÁGUA TRATADA,Alcalinidade,1359,21317783,73,2020-10-13 18:00:00,R,17.6000
ÁGUA TRATADA,Cloro residual,1360,21317784,73,2020-10-13 18:00:00,R,1.6600
ÁGUA TRATADA,Íon Flúor,1362,21317785,73,2020-10-13 18:00:00,R,0.7200
DOSAGENS,Conc. Sulfato,1330,21317441,73,2020-10-13 19:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21317446,73,2020-10-13 19:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21317451,73,2020-10-13 19:00:00,R,7.0000
DOSAGENS,Cloro Pós,1339,21317457,73,2020-10-13 19:00:00,R,16.0000
DOSAGENS,Conc. Flúor,1340,21317463,73,2020-10-13 19:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21317469,73,2020-10-13 19:00:00,R,1.2038
ENTRADA DA ETA,Vazão afluente,1324,21318455,73,2020-10-13 19:00:00,R,1400.0000
DOSAGENS,Dosagem Sulfato,1333,21318456,73,2020-10-13 19:00:00,R,80.0200
DOSAGENS,Dosagem Flúor,1342,21318457,73,2020-10-13 19:00:00,R,21.2500
RESERVATÓRIO,Nível,1325,21318458,73,2020-10-13 19:00:00,R,67.0000
FILTROS,Filtro 1,1350,21318459,73,2020-10-13 19:00:00,R,0.3400
FILTROS,Filtro 2,1351,21318460,73,2020-10-13 19:00:00,R,0.3600
FILTROS,Filtro 3,1352,21318461,73,2020-10-13 19:00:00,R,0.3200
FILTROS,Filtro 4,1353,21318462,73,2020-10-13 19:00:00,R,0.3300
FILTROS,Filtro 5,1354,21318463,73,2020-10-13 19:00:00,R,0.2900
FILTROS,Filtro 6,1355,21318464,73,2020-10-13 19:00:00,R,0.3400
ÁGUA TRATADA,Cloro residual,1360,21318465,73,2020-10-13 19:00:00,R,1.7400
DOSAGENS,Conc. Sulfato,1330,21317442,73,2020-10-13 20:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21317447,73,2020-10-13 20:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21317452,73,2020-10-13 20:00:00,R,7.0000
DOSAGENS,Cloro Pós,1339,21317458,73,2020-10-13 20:00:00,R,16.0000
DOSAGENS,Conc. Flúor,1340,21317464,73,2020-10-13 20:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21317470,73,2020-10-13 20:00:00,R,1.2038
ENTRADA DA ETA,Vazão afluente,1324,21319229,73,2020-10-13 20:00:00,R,1380.0000
DOSAGENS,Dosagem Sulfato,1333,21319230,73,2020-10-13 20:00:00,R,78.8800
DOSAGENS,Dosagem Flúor,1342,21319231,73,2020-10-13 20:00:00,R,20.9500
RESERVATÓRIO,Nível,1325,21319232,73,2020-10-13 20:00:00,R,63.0000
ÁGUA BRUTA,Cor,1343,21319233,73,2020-10-13 20:00:00,R,31.0000
ÁGUA BRUTA,Turbidez,1344,21319234,73,2020-10-13 20:00:00,R,5.8000
ÁGUA BRUTA,pH,1345,21319235,73,2020-10-13 20:00:00,R,6.7500
ÁGUA BRUTA,Alcalinidade,1346,21319236,73,2020-10-13 20:00:00,R,16.0000
ÁGUA COAGULADA,Turbidez,1347,21319237,73,2020-10-13 20:00:00,R,6.9000
ÁGUA COAGULADA,pH,1348,21319238,73,2020-10-13 20:00:00,R,6.5000
COND. AMBIENTAIS,Temp. ar,1349,21319239,73,2020-10-13 20:00:00,R,23.2000
ÁGUA TRATADA,Cor,1356,21319240,73,2020-10-13 20:00:00,R,1.8000
ÁGUA TRATADA,Turbidez,1357,21319241,73,2020-10-13 20:00:00,R,0.3100
ÁGUA TRATADA,pH,1358,21319242,73,2020-10-13 20:00:00,R,7.0600
ÁGUA TRATADA,Alcalinidade,1359,21319243,73,2020-10-13 20:00:00,R,18.0000
ÁGUA TRATADA,Cloro residual,1360,21319244,73,2020-10-13 20:00:00,R,1.8000
ÁGUA TRATADA,Íon Flúor,1362,21319245,73,2020-10-13 20:00:00,R,0.7400
DOSAGENS,Conc. Sulfato,1330,21317443,73,2020-10-13 21:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21317448,73,2020-10-13 21:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21317453,73,2020-10-13 21:00:00,R,7.0000
DOSAGENS,Cloro Pós,1339,21317459,73,2020-10-13 21:00:00,R,16.0000
DOSAGENS,Conc. Flúor,1340,21317465,73,2020-10-13 21:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21317471,73,2020-10-13 21:00:00,R,1.2038
ENTRADA DA ETA,Vazão afluente,1324,21320371,73,2020-10-13 21:00:00,R,1412.0000
DOSAGENS,Dosagem Sulfato,1333,21320372,73,2020-10-13 21:00:00,R,80.7100
DOSAGENS,Dosagem Flúor,1342,21320373,73,2020-10-13 21:00:00,R,21.4300
RESERVATÓRIO,Nível,1325,21320374,73,2020-10-13 21:00:00,R,60.0000
FILTROS,Filtro 1,1350,21320375,73,2020-10-13 21:00:00,R,0.3100
FILTROS,Filtro 2,1351,21320376,73,2020-10-13 21:00:00,R,0.3200
FILTROS,Filtro 3,1352,21320377,73,2020-10-13 21:00:00,R,0.3000
FILTROS,Filtro 4,1353,21320378,73,2020-10-13 21:00:00,R,0.3300
FILTROS,Filtro 5,1354,21320379,73,2020-10-13 21:00:00,R,0.2900
FILTROS,Filtro 6,1355,21320380,73,2020-10-13 21:00:00,R,0.3200
ÁGUA TRATADA,Cloro residual,1360,21320381,73,2020-10-13 21:00:00,R,1.9000
DOSAGENS,Conc. Sulfato,1330,21317444,73,2020-10-13 22:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21317449,73,2020-10-13 22:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21317454,73,2020-10-13 22:00:00,R,7.0000
DOSAGENS,Cloro Pós,1339,21317460,73,2020-10-13 22:00:00,R,16.0000
DOSAGENS,Conc. Flúor,1340,21317466,73,2020-10-13 22:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21317472,73,2020-10-13 22:00:00,R,1.2038
ENTRADA DA ETA,Vazão afluente,1324,21320973,73,2020-10-13 22:00:00,R,1408.0000
DOSAGENS,Dosagem Sulfato,1333,21320974,73,2020-10-13 22:00:00,R,80.4800
DOSAGENS,Dosagem Flúor,1342,21320975,73,2020-10-13 22:00:00,R,21.3700
RESERVATÓRIO,Nível,1325,21320976,73,2020-10-13 22:00:00,R,59.0000
ÁGUA BRUTA,Cor,1343,21320977,73,2020-10-13 22:00:00,R,30.0000
ÁGUA BRUTA,Turbidez,1344,21320978,73,2020-10-13 22:00:00,R,5.6000
ÁGUA BRUTA,pH,1345,21320979,73,2020-10-13 22:00:00,R,6.7500
ÁGUA BRUTA,Alcalinidade,1346,21320980,73,2020-10-13 22:00:00,R,16.0000
ÁGUA COAGULADA,Turbidez,1347,21320981,73,2020-10-13 22:00:00,R,7.0000
ÁGUA COAGULADA,pH,1348,21320982,73,2020-10-13 22:00:00,R,6.3900
COND. AMBIENTAIS,Temp. ar,1349,21320983,73,2020-10-13 22:00:00,R,22.8000
ÁGUA TRATADA,Cor,1356,21320984,73,2020-10-13 22:00:00,R,2.0000
ÁGUA TRATADA,Turbidez,1357,21320985,73,2020-10-13 22:00:00,R,0.3400
ÁGUA TRATADA,pH,1358,21320986,73,2020-10-13 22:00:00,R,7.1600
ÁGUA TRATADA,Alcalinidade,1359,21320987,73,2020-10-13 22:00:00,R,18.8000
ÁGUA TRATADA,Cloro residual,1360,21320988,73,2020-10-13 22:00:00,R,1.9700
ÁGUA TRATADA,Íon Flúor,1362,21320989,73,2020-10-13 22:00:00,R,0.7200
ÁGUA TRATADA,Alumínio,1363,21320990,73,2020-10-13 22:00:00,R,0.0100
DOSAGENS,Conc. Sulfato,1330,21317445,73,2020-10-13 23:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21317450,73,2020-10-13 23:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21317455,73,2020-10-13 23:00:00,R,7.0000
DOSAGENS,Cloro Pós,1339,21317461,73,2020-10-13 23:00:00,R,16.0000
DOSAGENS,Conc. Flúor,1340,21317467,73,2020-10-13 23:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21317473,73,2020-10-13 23:00:00,R,1.2038
ENTRADA DA ETA,Vazão afluente,1324,21322142,73,2020-10-13 23:00:00,R,1440.0000
DOSAGENS,Dosagem Sulfato,1333,21322143,73,2020-10-13 23:00:00,R,82.3100
DOSAGENS,Dosagem Flúor,1342,21322144,73,2020-10-13 23:00:00,R,21.8600
RESERVATÓRIO,Nível,1325,21322145,73,2020-10-13 23:00:00,R,60.0000
FILTROS,Filtro 1,1350,21322146,73,2020-10-13 23:00:00,R,0.3200
FILTROS,Filtro 2,1351,21322147,73,2020-10-13 23:00:00,R,0.3300
FILTROS,Filtro 3,1352,21322148,73,2020-10-13 23:00:00,R,0.2900
FILTROS,Filtro 4,1353,21322149,73,2020-10-13 23:00:00,R,0.3300
FILTROS,Filtro 5,1354,21322150,73,2020-10-13 23:00:00,R,0.2700
FILTROS,Filtro 6,1355,21322151,73,2020-10-13 23:00:00,R,0.3200
ÁGUA TRATADA,Cloro residual,1360,21322152,73,2020-10-13 23:00:00,R,1.9800
ENTRADA DA ETA,Vazão afluente,1324,21322839,73,2020-10-14 00:00:00,R,1418.0000
DOSAGENS,Dosagem Sulfato,1333,21322840,73,2020-10-14 00:00:00,R,81.0500
DOSAGENS,Dosagem Flúor,1342,21322841,73,2020-10-14 00:00:00,R,21.5300
RESERVATÓRIO,Nível,1325,21322842,73,2020-10-14 00:00:00,R,62.0000
DOSAGENS,Conc. Sulfato,1330,21322843,73,2020-10-14 00:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21322844,73,2020-10-14 00:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21322845,73,2020-10-14 00:00:00,R,7.0000
DOSAGENS,Cloro Pós,1339,21322864,73,2020-10-14 00:00:00,R,16.0000
DOSAGENS,Conc. Flúor,1340,21322868,73,2020-10-14 00:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21322875,73,2020-10-14 00:00:00,R,1.2038
ÁGUA BRUTA,Cor,1343,21322882,73,2020-10-14 00:00:00,R,32.0000
ÁGUA BRUTA,Turbidez,1344,21322883,73,2020-10-14 00:00:00,R,6.0000
ÁGUA BRUTA,pH,1345,21322884,73,2020-10-14 00:00:00,R,6.7500
ÁGUA BRUTA,Alcalinidade,1346,21322885,73,2020-10-14 00:00:00,R,16.0000
ÁGUA COAGULADA,Turbidez,1347,21322886,73,2020-10-14 00:00:00,R,7.4000
ÁGUA COAGULADA,pH,1348,21322887,73,2020-10-14 00:00:00,R,6.3900
COND. AMBIENTAIS,Temp. ar,1349,21322888,73,2020-10-14 00:00:00,R,22.4000
ÁGUA TRATADA,Cor,1356,21322889,73,2020-10-14 00:00:00,R,2.0000
ÁGUA TRATADA,Turbidez,1357,21322890,73,2020-10-14 00:00:00,R,0.3300
ÁGUA TRATADA,pH,1358,21322891,73,2020-10-14 00:00:00,R,7.0200
ÁGUA TRATADA,Alcalinidade,1359,21322892,73,2020-10-14 00:00:00,R,18.0000
ÁGUA TRATADA,Cloro residual,1360,21322893,73,2020-10-14 00:00:00,R,1.9700
ÁGUA TRATADA,Íon Flúor,1362,21322894,73,2020-10-14 00:00:00,R,0.7300
DOSAGENS,Conc. Sulfato,1330,21322846,73,2020-10-14 01:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21322852,73,2020-10-14 01:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21322858,73,2020-10-14 01:00:00,R,7.0000
DOSAGENS,Cloro Pós,1339,21322865,73,2020-10-14 01:00:00,R,16.0000
DOSAGENS,Conc. Flúor,1340,21322869,73,2020-10-14 01:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21322876,73,2020-10-14 01:00:00,R,1.2038
ENTRADA DA ETA,Vazão afluente,1324,21323661,73,2020-10-14 01:00:00,R,1415.0000
DOSAGENS,Dosagem Sulfato,1333,21323662,73,2020-10-14 01:00:00,R,80.8800
DOSAGENS,Dosagem Flúor,1342,21323663,73,2020-10-14 01:00:00,R,21.4800
RESERVATÓRIO,Nível,1325,21323664,73,2020-10-14 01:00:00,R,66.0000
FILTROS,Filtro 1,1350,21323665,73,2020-10-14 01:00:00,R,0.3300
FILTROS,Filtro 2,1351,21323666,73,2020-10-14 01:00:00,R,0.3500
FILTROS,Filtro 3,1352,21323667,73,2020-10-14 01:00:00,R,0.3000
FILTROS,Filtro 4,1353,21323668,73,2020-10-14 01:00:00,R,0.3600
FILTROS,Filtro 5,1354,21323669,73,2020-10-14 01:00:00,R,0.3100
FILTROS,Filtro 6,1355,21323670,73,2020-10-14 01:00:00,R,0.3900
ÁGUA TRATADA,Cloro residual,1360,21323671,73,2020-10-14 01:00:00,R,1.9500
DOSAGENS,Conc. Sulfato,1330,21322847,73,2020-10-14 02:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21322853,73,2020-10-14 02:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21322859,73,2020-10-14 02:00:00,R,7.0000
DOSAGENS,Cloro Pós,1339,21322866,73,2020-10-14 02:00:00,R,16.0000
DOSAGENS,Conc. Flúor,1340,21322870,73,2020-10-14 02:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21322877,73,2020-10-14 02:00:00,R,1.2038
ENTRADA DA ETA,Vazão afluente,1324,21324297,73,2020-10-14 02:00:00,R,1424.0000
DOSAGENS,Dosagem Sulfato,1333,21324298,73,2020-10-14 02:00:00,R,81.3900
DOSAGENS,Dosagem Flúor,1342,21324299,73,2020-10-14 02:00:00,R,21.6200
RESERVATÓRIO,Nível,1325,21324300,73,2020-10-14 02:00:00,R,70.0000
ÁGUA BRUTA,Cor,1343,21324301,73,2020-10-14 02:00:00,R,31.0000
ÁGUA BRUTA,Turbidez,1344,21324302,73,2020-10-14 02:00:00,R,5.8000
ÁGUA BRUTA,pH,1345,21324303,73,2020-10-14 02:00:00,R,6.7500
ÁGUA BRUTA,Alcalinidade,1346,21324304,73,2020-10-14 02:00:00,R,16.0000
ÁGUA COAGULADA,Turbidez,1347,21324305,73,2020-10-14 02:00:00,R,7.0000
ÁGUA COAGULADA,pH,1348,21324306,73,2020-10-14 02:00:00,R,6.4000
COND. AMBIENTAIS,Temp. ar,1349,21324307,73,2020-10-14 02:00:00,R,21.8000
ÁGUA TRATADA,Cor,1356,21324308,73,2020-10-14 02:00:00,R,2.0000
ÁGUA TRATADA,Turbidez,1357,21324309,73,2020-10-14 02:00:00,R,0.3600
ÁGUA TRATADA,pH,1358,21324310,73,2020-10-14 02:00:00,R,6.9200
ÁGUA TRATADA,Alcalinidade,1359,21324311,73,2020-10-14 02:00:00,R,17.0000
ÁGUA TRATADA,Cloro residual,1360,21324312,73,2020-10-14 02:00:00,R,1.9600
ÁGUA TRATADA,Íon Flúor,1362,21324313,73,2020-10-14 02:00:00,R,0.7200
DOSAGENS,Conc. Sulfato,1330,21322848,73,2020-10-14 03:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21322854,73,2020-10-14 03:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21322860,73,2020-10-14 03:00:00,R,7.0000
DOSAGENS,Cloro Pós,1339,21322867,73,2020-10-14 03:00:00,R,16.0000
DOSAGENS,Conc. Flúor,1340,21322871,73,2020-10-14 03:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21322878,73,2020-10-14 03:00:00,R,1.2038
ENTRADA DA ETA,Vazão afluente,1324,21325560,73,2020-10-14 03:00:00,R,1407.0000
DOSAGENS,Dosagem Sulfato,1333,21325561,73,2020-10-14 03:00:00,R,80.4200
DOSAGENS,Dosagem Flúor,1342,21325562,73,2020-10-14 03:00:00,R,21.3600
RESERVATÓRIO,Nível,1325,21325563,73,2020-10-14 03:00:00,R,77.0000
FILTROS,Filtro 1,1350,21325564,73,2020-10-14 03:00:00,R,0.3500
FILTROS,Filtro 2,1351,21325565,73,2020-10-14 03:00:00,R,0.3900
FILTROS,Filtro 3,1352,21325566,73,2020-10-14 03:00:00,R,0.3300
FILTROS,Filtro 4,1353,21325567,73,2020-10-14 03:00:00,R,0.3200
FILTROS,Filtro 5,1354,21325568,73,2020-10-14 03:00:00,R,0.3400
FILTROS,Filtro 6,1355,21325569,73,2020-10-14 03:00:00,R,0.4200
ÁGUA TRATADA,Cloro residual,1360,21325570,73,2020-10-14 03:00:00,R,1.9700
DOSAGENS,Conc. Sulfato,1330,21322849,73,2020-10-14 04:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21322855,73,2020-10-14 04:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21322861,73,2020-10-14 04:00:00,R,7.0000
DOSAGENS,Conc. Flúor,1340,21322872,73,2020-10-14 04:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21322879,73,2020-10-14 04:00:00,R,1.2038
ENTRADA DA ETA,Vazão afluente,1324,21326107,73,2020-10-14 04:00:00,R,1422.0000
DOSAGENS,Dosagem Sulfato,1333,21326108,73,2020-10-14 04:00:00,R,81.2800
DOSAGENS,Dosagem Flúor,1342,21326109,73,2020-10-14 04:00:00,R,21.5900
RESERVATÓRIO,Nível,1325,21326110,73,2020-10-14 04:00:00,R,85.0000
DOSAGENS,Cloro Pós,1339,21326111,73,2020-10-14 04:00:00,R,16.0000
ÁGUA BRUTA,Cor,1343,21326112,73,2020-10-14 04:00:00,R,32.0000
ÁGUA BRUTA,Turbidez,1344,21326113,73,2020-10-14 04:00:00,R,6.2000
ÁGUA BRUTA,pH,1345,21326114,73,2020-10-14 04:00:00,R,6.7500
ÁGUA BRUTA,Alcalinidade,1346,21326115,73,2020-10-14 04:00:00,R,16.0000
ÁGUA COAGULADA,Turbidez,1347,21326116,73,2020-10-14 04:00:00,R,7.4000
ÁGUA COAGULADA,pH,1348,21326117,73,2020-10-14 04:00:00,R,6.3800
COND. AMBIENTAIS,Temp. ar,1349,21326118,73,2020-10-14 04:00:00,R,20.6000
ÁGUA TRATADA,Cor,1356,21326119,73,2020-10-14 04:00:00,R,2.5000
ÁGUA TRATADA,Turbidez,1357,21326120,73,2020-10-14 04:00:00,R,0.4200
ÁGUA TRATADA,pH,1358,21326121,73,2020-10-14 04:00:00,R,7.1600
ÁGUA TRATADA,Alcalinidade,1359,21326122,73,2020-10-14 04:00:00,R,18.6000
ÁGUA TRATADA,Cloro residual,1360,21326123,73,2020-10-14 04:00:00,R,1.9600
ÁGUA TRATADA,Íon Flúor,1362,21326124,73,2020-10-14 04:00:00,R,0.7400
DOSAGENS,Conc. Sulfato,1330,21322850,73,2020-10-14 05:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21322856,73,2020-10-14 05:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21322862,73,2020-10-14 05:00:00,R,7.0000
DOSAGENS,Conc. Flúor,1340,21322873,73,2020-10-14 05:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21322880,73,2020-10-14 05:00:00,R,1.2038
ENTRADA DA ETA,Vazão afluente,1324,21327173,73,2020-10-14 05:00:00,R,1543.0000
DOSAGENS,Dosagem Sulfato,1333,21327174,73,2020-10-14 05:00:00,R,88.1900
DOSAGENS,Dosagem Flúor,1342,21327175,73,2020-10-14 05:00:00,R,23.4200
RESERVATÓRIO,Nível,1325,21327176,73,2020-10-14 05:00:00,R,90.0000
DOSAGENS,Cloro Pós,1339,21327177,73,2020-10-14 05:00:00,R,16.0000
ÁGUA TRATADA,Cloro residual,1360,21327178,73,2020-10-14 05:00:00,R,1.9200
DOSAGENS,Conc. Sulfato,1330,21322851,73,2020-10-14 06:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21322857,73,2020-10-14 06:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21322863,73,2020-10-14 06:00:00,R,7.0000
DOSAGENS,Conc. Flúor,1340,21322874,73,2020-10-14 06:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21322881,73,2020-10-14 06:00:00,R,1.2038
ENTRADA DA ETA,Vazão afluente,1324,21328148,73,2020-10-14 06:00:00,R,1601.0000
DOSAGENS,Dosagem Sulfato,1333,21328149,73,2020-10-14 06:00:00,R,91.5100
DOSAGENS,Dosagem Flúor,1342,21328150,73,2020-10-14 06:00:00,R,24.3000
RESERVATÓRIO,Nível,1325,21328151,73,2020-10-14 06:00:00,R,86.0000
DOSAGENS,Cloro Pós,1339,21328152,73,2020-10-14 06:00:00,R,16.0000
ÁGUA BRUTA,Cor,1343,21328153,73,2020-10-14 06:00:00,R,32.0000
ÁGUA BRUTA,Turbidez,1344,21328154,73,2020-10-14 06:00:00,R,6.3000
ÁGUA BRUTA,pH,1345,21328155,73,2020-10-14 06:00:00,R,6.9000
ÁGUA BRUTA,Alcalinidade,1346,21328156,73,2020-10-14 06:00:00,R,16.8000
ÁGUA COAGULADA,Turbidez,1347,21328157,73,2020-10-14 06:00:00,R,7.2000
ÁGUA COAGULADA,pH,1348,21328158,73,2020-10-14 06:00:00,R,6.3900
COND. AMBIENTAIS,Temp. ar,1349,21328159,73,2020-10-14 06:00:00,R,22.0000
FILTROS,Filtro 1,1350,21328160,73,2020-10-14 06:00:00,R,0.3400
FILTROS,Filtro 2,1351,21328161,73,2020-10-14 06:00:00,R,0.3600
FILTROS,Filtro 3,1352,21328162,73,2020-10-14 06:00:00,R,0.3000
FILTROS,Filtro 4,1353,21328163,73,2020-10-14 06:00:00,R,0.3500
FILTROS,Filtro 5,1354,21328164,73,2020-10-14 06:00:00,R,0.3100
FILTROS,Filtro 6,1355,21328165,73,2020-10-14 06:00:00,R,0.3400
ÁGUA TRATADA,Cor,1356,21328166,73,2020-10-14 06:00:00,R,1.8000
ÁGUA TRATADA,Turbidez,1357,21328167,73,2020-10-14 06:00:00,R,0.2700
ÁGUA TRATADA,pH,1358,21328168,73,2020-10-14 06:00:00,R,7.0900
ÁGUA TRATADA,Alcalinidade,1359,21328169,73,2020-10-14 06:00:00,R,18.0000
ÁGUA TRATADA,Cloro residual,1360,21328170,73,2020-10-14 06:00:00,R,1.8800
ÁGUA TRATADA,Íon Flúor,1362,21328171,73,2020-10-14 06:00:00,R,0.7700
ÁGUA TRATADA,Alumínio,1363,21328172,73,2020-10-14 06:00:00,R,0.0000
ENTRADA DA ETA,Vazão afluente,1324,21329855,73,2020-10-14 07:00:00,R,1597.0000
DOSAGENS,Dosagem Sulfato,1333,21329856,73,2020-10-14 07:00:00,R,91.2800
DOSAGENS,Dosagem Flúor,1342,21329857,73,2020-10-14 07:00:00,R,24.2400
RESERVATÓRIO,Nível,1325,21329858,73,2020-10-14 07:00:00,R,84.0000
DOSAGENS,Conc. Sulfato,1330,21329859,73,2020-10-14 07:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21329860,73,2020-10-14 07:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21329861,73,2020-10-14 07:00:00,R,7.0000
DOSAGENS,Cloro Pós,1339,21329862,73,2020-10-14 07:00:00,R,16.0000
DOSAGENS,Conc. Flúor,1340,21329863,73,2020-10-14 07:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21329864,73,2020-10-14 07:00:00,R,1.2038
FILTROS,Filtro 1,1350,21329865,73,2020-10-14 07:00:00,R,0.3100
FILTROS,Filtro 2,1351,21329866,73,2020-10-14 07:00:00,R,0.3500
FILTROS,Filtro 3,1352,21329867,73,2020-10-14 07:00:00,R,0.3300
FILTROS,Filtro 4,1353,21329868,73,2020-10-14 07:00:00,R,0.2900
FILTROS,Filtro 5,1354,21329869,73,2020-10-14 07:00:00,R,0.2500
FILTROS,Filtro 6,1355,21329870,73,2020-10-14 07:00:00,R,0.2800
ÁGUA TRATADA,Cloro residual,1360,21329871,73,2020-10-14 07:00:00,R,1.7500
ENTRADA DA ETA,Vazão afluente,1324,21331957,73,2020-10-14 08:00:00,R,1609.0000
DOSAGENS,Dosagem Sulfato,1333,21331958,73,2020-10-14 08:00:00,R,91.9700
DOSAGENS,Dosagem Flúor,1342,21331959,73,2020-10-14 08:00:00,R,24.4200
RESERVATÓRIO,Nível,1325,21331960,73,2020-10-14 08:00:00,R,85.0000
DOSAGENS,Conc. Sulfato,1330,21331961,73,2020-10-14 08:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21331962,73,2020-10-14 08:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21331963,73,2020-10-14 08:00:00,R,7.0000
DOSAGENS,Cloro Pós,1339,21331964,73,2020-10-14 08:00:00,R,16.0000
DOSAGENS,Conc. Flúor,1340,21331965,73,2020-10-14 08:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21331966,73,2020-10-14 08:00:00,R,1.2038
ÁGUA BRUTA,Cor,1343,21331993,73,2020-10-14 08:00:00,R,33.0000
ÁGUA BRUTA,Turbidez,1344,21331994,73,2020-10-14 08:00:00,R,6.4000
ÁGUA BRUTA,pH,1345,21331995,73,2020-10-14 08:00:00,R,6.8000
ÁGUA BRUTA,Alcalinidade,1346,21331996,73,2020-10-14 08:00:00,R,15.5000
ÁGUA COAGULADA,Turbidez,1347,21331997,73,2020-10-14 08:00:00,R,7.1000
ÁGUA COAGULADA,pH,1348,21331998,73,2020-10-14 08:00:00,R,6.4500
COND. AMBIENTAIS,Temp. ar,1349,21331999,73,2020-10-14 08:00:00,R,25.0000
ÁGUA TRATADA,Cor,1356,21332000,73,2020-10-14 08:00:00,R,2.5000
ÁGUA TRATADA,Turbidez,1357,21332001,73,2020-10-14 08:00:00,R,0.2600
ÁGUA TRATADA,pH,1358,21332002,73,2020-10-14 08:00:00,R,7.1500
ÁGUA TRATADA,Alcalinidade,1359,21332003,73,2020-10-14 08:00:00,R,19.0000
ÁGUA TRATADA,Cloro residual,1360,21332004,73,2020-10-14 08:00:00,R,1.7500
ÁGUA TRATADA,Íon Flúor,1362,21332005,73,2020-10-14 08:00:00,R,0.7500
ENTRADA DA ETA,Vazão afluente,1324,21332006,73,2020-10-14 09:00:00,R,1438.0000
DOSAGENS,Dosagem Sulfato,1333,21332007,73,2020-10-14 09:00:00,R,82.1900
DOSAGENS,Dosagem Flúor,1342,21332008,73,2020-10-14 09:00:00,R,21.8300
RESERVATÓRIO,Nível,1325,21332009,73,2020-10-14 09:00:00,R,83.0000
DOSAGENS,Conc. Sulfato,1330,21332010,73,2020-10-14 09:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21332011,73,2020-10-14 09:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21332012,73,2020-10-14 09:00:00,R,7.0000
DOSAGENS,Cloro Pós,1339,21332013,73,2020-10-14 09:00:00,R,16.0000
DOSAGENS,Conc. Flúor,1340,21332014,73,2020-10-14 09:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21332015,73,2020-10-14 09:00:00,R,1.2038
FILTROS,Filtro 1,1350,21332016,73,2020-10-14 09:00:00,R,0.3400
